0000.00, 1, 2836.55527300025, 1961.14492123015, 2836.23264387904, 1979.492084126, 1.64
0000.00, 2, 2730.57160670348, 1686.2710625643, 2761.70531691159, 1679.15458725884, 2.86
0000.00, 3, 2764.03631231294, 4377.29948228982, 2785.70085780088, 4416.84039820451, 1.83
0000.00, 4, 4295.64545257338, 5818.16334174975, 4283.95014727701, 5925.5776408882, 3.72
0000.00, 5, 3590.3782090774, 2828.13176427738, 3578.60224632196, 2814.78837307975, 1.59
0000.00, 6, 3043.05404147814, 584.551729370478, 3125.66322754419, 586.008382909162, 5.28
0000.00, 7, 2605.24632437347, 1237.8886403628, 2607.74670006956, 1237.93311833398, 0.16
0000.00, 8, 143.731276558371, 3285.81008234676, 145.747708608262, 3270.35398754268, 1.39
0000.00, 9, 1951.05931657108, 2268.47657898281, 1950.58343861177, 2331.15715913243, 2.55
0000.00, 10, 3130.26875822197, 1201.4611823942, 3109.93505797379, 1182.21334059227, 1.79
0001.64, 1, 2836.23264387904, 1979.492084126, 2833.41770480018, 1993.73615422971, 1.30
0002.86, 2, 2761.70531691159, 1679.15458725884, 2794.21020087065, 1667.25673010789, 3.10
0001.83, 3, 2785.70085780088, 4416.84039820451, 2832.07879394769, 4502.30481882359, 3.95
0003.72, 4, 4283.95014727701, 5925.5776408882, 4272.09352742193, 6003.52528446596, 2.71
0001.59, 5, 3578.60224632196, 2814.78837307975, 3470.68280669666, 2738.06387369514, 11.85
0005.28, 6, 3125.66322754419, 586.008382909162, 3133.30953767201, 590.122595194894, 0.55
0000.16, 7, 2607.74670006956, 1237.93311833398, 2665.0053034725, 1239.01170912239, 3.66
0001.39, 8, 145.747708608262, 3270.35398754268, 150.506488246634, 3252.89638405932, 1.62
0002.55, 9, 1950.58343861177, 2331.15715913243, 1952.43855607855, 2388.77837011985, 2.34
0001.79, 10, 3109.93505797379, 1182.21334059227, 3081.37431516974, 1167.71352215746, 2.05
0002.94, 1, 2833.41770480018, 1993.73615422971, 2831.63517890641, 2002.73182379451, 0.82
0005.95, 2, 2794.21020087065, 1667.25673010789, 2820.82710335601, 1654.13572876457, 2.66
0005.79, 3, 2832.07879394769, 4502.30481882359, 2883.48167861575, 4597.73230486952, 4.41
0006.43, 4, 4272.09352742193, 6003.52528446596, 4259.26902022813, 6067.57356221349, 2.25
0013.44, 5, 3470.68280669666, 2738.06387369514, 3461.32656229355, 2733.61607662953, 0.93
0005.84, 6, 3133.30953767201, 590.122595194894, 3125.66322754419, 586.008382909162, 0.55
0003.82, 7, 2665.0053034725, 1239.01170912239, 2668.08641158425, 1239.43424984305, 0.20
0003.01, 8, 150.506488246634, 3252.89638405932, 145.747708608262, 3270.35398754268, 1.62
0004.89, 9, 1952.43855607855, 2388.77837011985, 1955.20510082223, 2443.29724265319, 2.22
0003.84, 10, 3081.37431516974, 1167.71352215746, 3057.11260537141, 1160.47473243284, 1.62
0003.76, 1, 2831.63517890641, 2002.73182379451, 2821.55301887748, 2021.41257147103, 1.90
0008.61, 2, 2820.82710335601, 1654.13572876457, 2852.88030651533, 1634.02056653415, 3.39
0010.20, 3, 2883.48167861575, 4597.73230486952, 2889.09542531495, 4608.16238898899, 0.48
0008.68, 4, 4259.26902022813, 6067.57356221349, 4245.04914212041, 6123.40453488156, 1.98
0014.37, 5, 3461.32656229355, 2733.61607662953, 3432.45125628234, 2732.28173751, 2.59
0006.39, 6, 3125.66322754419, 586.008382909162, 3133.30953767201, 590.122595194894, 0.55
0004.02, 7, 2668.08641158425, 1239.43424984305, 2671.86117230874, 1240.96873983129, 0.26
0004.63, 8, 145.747708608262, 3270.35398754268, 150.506488246634, 3252.89638405932, 1.62
0007.11, 9, 1955.20510082223, 2443.29724265319, 1960.03647196478, 2495.28087085943, 2.12
0005.45, 10, 3057.11260537141, 1160.47473243284, 3081.37431516974, 1167.71352215746, 1.62
0005.66, 1, 2821.55301887748, 2021.41257147103, 2809.37376955993, 2039.53734451416, 1.95
0012.00, 2, 2852.88030651533, 1634.02056653415, 2883.93335938419, 1614.52809589312, 3.28
0010.68, 3, 2889.09542531495, 4608.16238898899, 2927.73832822384, 4679.33826153398, 3.29
0010.66, 4, 4245.04914212041, 6123.40453488156, 4213.24597739756, 6230.57420518169, 3.85
0016.95, 5, 3432.45125628234, 2732.28173751, 3418.82017606453, 2505.33289222864, 20.34
0006.95, 6, 3133.30953767201, 590.122595194894, 3125.66322754419, 586.008382909162, 0.55
0004.28, 7, 2671.86117230874, 1240.96873983129, 2673.02263714665, 1241.39128055195, 0.08
0006.25, 8, 150.506488246634, 3252.89638405932, 145.747708608262, 3270.35398754268, 1.62
0009.24, 9, 1960.03647196478, 2495.28087085943, 1964.09353320695, 2535.07753510602, 1.63
0007.07, 10, 3081.37431516974, 1167.71352215746, 3057.11260537141, 1160.47473243284, 1.62
0007.61, 1, 2809.37376955993, 2039.53734451416, 2794.12954359058, 2053.43671034519, 1.85
0015.28, 2, 2883.93335938419, 1614.52809589312, 2897.21761342508, 1605.55466531312, 1.43
0013.97, 3, 2927.73832822384, 4679.33826153398, 2987.59409575882, 4789.57691180982, 5.10
0014.51, 4, 4213.24597739756, 6230.57420518169, 4169.95721624665, 6348.1961985861, 4.31
0037.30, 5, 3418.82017606453, 2505.33289222864, 3417.52965959384, 2480.09164388005, 2.26
0007.50, 6, 3125.66322754419, 586.008382909162, 3133.30953767201, 590.122595194894, 0.55
0004.36, 7, 2673.02263714665, 1241.39128055195, 2675.78918186474, 1242.6477832235, 0.19
